model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa+asqa,md_mean_mid,published baseline,-0.05442,0.000687,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa+asqa,satmd_mid,published baseline,-0.05442,0.000687,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,hbo,published baseline,-0.197168,0.00041,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,huq_satmd_mid,published baseline,-0.078225,0.144801,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,md_mean_mid,published baseline,-0.177933,0.003322,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,satmd_mid,published baseline,-0.071857,0.153128,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,hbo,published baseline,-0.133109,8.1e-05,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,huq_satmd_mid,published baseline,0.032857,0.073511,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,md_mean_mid,published baseline,-0.04792,0.007925,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,satmd_mid,published baseline,0.154589,0.006789,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,hbo,published baseline,0.28209,8e-06,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,huq_satmd_mid,published baseline,0.24772,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,md_mean_mid,published baseline,-0.063397,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,satmd_mid,published baseline,-0.063397,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,hbo,published baseline,0.144119,3.9e-05,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,huq_satmd_mid,published baseline,0.15235,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,md_mean_mid,published baseline,-0.213965,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,satmd_mid,published baseline,-0.213965,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,hbo,published baseline,0.148285,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,huq_satmd_mid,published baseline,0.157254,0.009911,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,md_mean_mid,published baseline,0.227362,0.001711,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,satmd_mid,published baseline,0.227362,0.001711,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,hbo,published baseline,-0.049435,0.004927,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,huq_satmd_mid,published baseline,-0.198407,0.001901,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,md_mean_mid,published baseline,-0.201194,0.002084,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,satmd_mid,published baseline,-0.201194,0.002084,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,huq_satrmd_mid,published baseline,0.077175,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satrmd_mid,published baseline,-0.06875,0.003544,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,huq_satrmd_mid,published baseline,0.172846,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,huq_satrmd_mid,published baseline,0.096384,0.095459,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,huq_satrmd_mid,published baseline,0.145776,0.003438,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,huq_satrmd_mid,published baseline,-0.027034,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.089744,0.0065,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,huq_satrmd_mid,published baseline,0.069146,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.190703,0.031316,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,huq_satrmd_mid,published baseline,-0.219896,0.000401,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,huq_satrmd_mid,published baseline,0.080408,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satrmd_mid,published baseline,0.12307,0.02347,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,huq_satrmd_mid,published baseline,0.402578,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,huq_satrmd_mid,published baseline,0.116526,0.021468,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,huq_satrmd_mid,published baseline,0.149848,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,huq_satrmd_mid,published baseline,0.28946,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satrmd_mid,published baseline,0.338793,0.030404,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,huq_satrmd_mid,published baseline,0.293102,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,huq_satrmd_mid,published baseline,0.329853,0.023394,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,huq_satrmd_mid,published baseline,0.276877,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,huq_satrmd_mid,published baseline,-0.161595,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satrmd_mid,published baseline,0.16604,0.048674,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,huq_satrmd_mid,published baseline,-0.059885,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.086742,0.031652,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa+asqa,huq_satrmd_mid,published baseline,-0.144916,0.000244,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,huq_satrmd_mid,published baseline,-0.170711,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satrmd_mid,published baseline,0.153561,0.017916,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,huq_satrmd_mid,published baseline,0.44267,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,0.170921,0.01086,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,med_quad+asqa,huq_satrmd_mid,published baseline,0.277806,0.064136,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,huq_satrmd_mid,published baseline,-0.183607,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.122961,0.002304,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,huq_satrmd_mid,published baseline,0.161848,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.019863,0.050119,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,huq_satrmd_mid,published baseline,0.002492,0.057316,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,huq_satrmd_mid,published baseline,-0.171176,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.207528,0.003003,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,huq_satrmd_mid,published baseline,0.020257,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,huq_satrmd_mid,published baseline,-0.202362,0.01106,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,huq_satrmd_mid,published baseline,-0.092685,0.000885,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,msp_satmd_mid,published baseline,0.341567,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,msp_satmd_mid,published baseline,0.307396,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,msp_satmd_mid,published baseline,-0.223377,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,msp_satmd_mid,published baseline,0.543566,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,msp_satmd_mid,published baseline,-0.157748,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,msp_satmd_mid,published baseline,0.138946,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,msp_satrmd_mid,published baseline,0.312162,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,msp_satrmd_mid,published baseline,0.309959,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,msp_satrmd_mid,published baseline,-0.221214,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,msp_satrmd_mid,published baseline,0.578221,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,msp_satrmd_mid,published baseline,-0.124517,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,msp_satrmd_mid,published baseline,0.159255,0.0,3,0,published baselines,6,NO
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,rmd_mean_mid,published baseline,0.077175,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,rmd_mean_mid,published baseline,-0.06875,0.003544,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,rmd_mean_mid,published baseline,0.187838,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,rmd_mean_mid,published baseline,-9.6e-05,0.008186,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,rmd_mean_mid,published baseline,0.187861,0.002313,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,rmd_mean_mid,published baseline,0.110044,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,rmd_mean_mid,published baseline,-0.166786,0.006502,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,rmd_mean_mid,published baseline,-0.167635,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,rmd_mean_mid,published baseline,-0.249087,0.004543,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,rmd_mean_mid,published baseline,-0.219896,0.000401,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,rmd_mean_mid,published baseline,-0.020967,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,rmd_mean_mid,published baseline,0.022739,0.004702,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,rmd_mean_mid,published baseline,0.239133,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,rmd_mean_mid,published baseline,0.008074,0.014445,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,rmd_mean_mid,published baseline,-0.156741,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,rmd_mean_mid,published baseline,0.035968,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,rmd_mean_mid,published baseline,0.446582,0.038467,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,rmd_mean_mid,published baseline,0.29159,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,rmd_mean_mid,published baseline,0.367901,0.035968,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,rmd_mean_mid,published baseline,-0.052766,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,rmd_mean_mid,published baseline,-0.161595,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,rmd_mean_mid,published baseline,0.16604,0.048674,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,rmd_mean_mid,published baseline,-0.08949,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,rmd_mean_mid,published baseline,0.101009,0.053104,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa+asqa,rmd_mean_mid,published baseline,-0.081902,0.001879,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,rmd_mean_mid,published baseline,-0.170711,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,rmd_mean_mid,published baseline,0.153561,0.017916,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,rmd_mean_mid,published baseline,0.384756,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,rmd_mean_mid,published baseline,0.170921,0.01086,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,med_quad+asqa,rmd_mean_mid,published baseline,0.14025,0.003717,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,rmd_mean_mid,published baseline,-0.19691,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,rmd_mean_mid,published baseline,0.041212,0.007421,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,rmd_mean_mid,published baseline,0.132334,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,rmd_mean_mid,published baseline,0.099428,0.009398,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,rmd_mean_mid,published baseline,0.072857,0.006495,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,rmd_mean_mid,published baseline,-0.107053,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,rmd_mean_mid,published baseline,0.074799,0.004211,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,rmd_mean_mid,published baseline,0.020257,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,rmd_mean_mid,published baseline,-0.077695,0.009286,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,rmd_mean_mid,published baseline,-0.092621,0.000839,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,satrmd_mid,published baseline,0.077175,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satrmd_mid,published baseline,-0.06875,0.003544,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,satrmd_mid,published baseline,0.187838,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+factscore,satrmd_mid,published baseline,-9.6e-05,0.008186,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,pubmed_qa+med_quad,satrmd_mid,published baseline,0.088415,0.142755,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,satrmd_mid,published baseline,0.110044,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satrmd_mid,published baseline,-0.166786,0.006502,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,satrmd_mid,published baseline,0.060917,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,pubmed_qa+xsum+med_quad+samsum+expertqa+asqa+factscore,satrmd_mid,published baseline,-0.249087,0.004543,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,xsum+samsum,satrmd_mid,published baseline,-0.219896,0.000401,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,satrmd_mid,published baseline,-0.020967,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satrmd_mid,published baseline,0.022739,0.004702,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,satrmd_mid,published baseline,0.239133,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa+factscore,satrmd_mid,published baseline,0.008074,0.014445,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore,satrmd_mid,published baseline,-0.156741,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,satrmd_mid,published baseline,0.035968,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satrmd_mid,published baseline,0.446582,0.038467,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,satrmd_mid,published baseline,0.29159,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa,satrmd_mid,published baseline,0.367901,0.035968,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa,satrmd_mid,published baseline,-0.052766,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,satrmd_mid,published baseline,-0.161595,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satrmd_mid,published baseline,0.16604,0.048674,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,satrmd_mid,published baseline,-0.046134,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,pubmed_qa+xsum+cnn_dailymail+samsum+expertqa+asqa+factscore,satrmd_mid,published baseline,0.101009,0.053104,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,pubmed_qa+asqa,satrmd_mid,published baseline,-0.081902,0.001879,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,satrmd_mid,published baseline,-0.170711,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satrmd_mid,published baseline,0.153561,0.017916,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,satrmd_mid,published baseline,0.384756,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,xsum+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,satrmd_mid,published baseline,0.170921,0.01086,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,med_quad+asqa,satrmd_mid,published baseline,0.14025,0.003717,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,satrmd_mid,published baseline,-0.19691,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satrmd_mid,published baseline,0.041212,0.007421,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,satrmd_mid,published baseline,0.132334,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,satrmd_mid,published baseline,0.099428,0.009398,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum+cnn_dailymail,satrmd_mid,published baseline,0.037123,0.023759,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,satrmd_mid,published baseline,-0.107053,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satrmd_mid,published baseline,0.074799,0.004211,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,satrmd_mid,published baseline,0.020257,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,satrmd_mid,published baseline,-0.077695,0.009286,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail+samsum,satrmd_mid,published baseline,-0.092621,0.000839,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,huq_satmd_alllayer,published baseline,0.243588,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,0.166884,0.0,3,0,published baselines,40,yes
